FirmID,CostSysID,PACP,ACP,PDR,MPE
14,6,2,10,0,0.330242892
14,7,2,12,0,0.324639685
14,8,2,14,0,0.31123722
14,9,2,16,0,0.316949584
14,10,2,18,0,0.321017029
14,11,2,20,0,0.305098123
15,1,2,1,0,0.448811412
15,2,2,2,0,0.401026821
15,3,2,4,0,0.393248814
15,4,2,6,0,0.297048697
15,5,2,8,0,0.272743307
15,6,2,10,0,0.245667555
15,7,2,12,0,0.22589178
15,8,2,14,0,0.226622108
15,9,2,16,0,0.226263687
15,10,2,18,0,0.218852178
15,11,2,20,0,0.232805947
16,1,2,1,0,0.3638712
16,2,2,2,0,0.416247907
16,3,2,4,0,0.345289683
16,4,2,6,0,0.313333675
16,5,2,8,0,0.341594655
16,6,2,10,0,0.298185926
16,7,2,12,0,0.287589472
16,8,2,14,0,0.27565126
16,9,2,16,0,0.284289132
16,10,2,18,0,0.238731644
16,11,2,20,0,0.253532019
17,1,2,1,0,0.413959502
17,2,2,2,0,0.441115965
17,3,2,4,0,0.351942926
17,4,2,6,0,0.321255395
17,5,2,8,0,0.321711132
17,6,2,10,0,0.30591869
17,7,2,12,0,0.302800673
17,8,2,14,0,0.301223067
17,9,2,16,0,0.301867077
17,10,2,18,0,0.229644984
17,11,2,20,0,0.215342187
18,1,2,1,0,0.369455232
18,2,2,2,0,0.344226402
18,3,2,4,0,0.302152631
18,4,2,6,0,0.274514484
18,5,2,8,0,0.255026242
18,6,2,10,0,0.278882333
18,7,2,12,0,0.262568493
18,8,2,14,0,0.26738268
18,9,2,16,0,0.25683664
18,10,2,18,0,0.244233137
18,11,2,20,0,0.250699267
19,1,2,1,0,0.524509613
19,2,2,2,0,0.51346003
19,3,2,4,0,0.457816886
19,4,2,6,0,0.392569755
19,5,2,8,0,0.340267758
19,6,2,10,0,0.330770225
19,7,2,12,0,0.311285804
19,8,2,14,0,0.306310368
19,9,2,16,0,0.303620915
19,10,2,18,0,0.292920633
19,11,2,20,0,0.273688809
20,1,2,1,0,0.333988187
20,2,2,2,0,0.306165441
20,3,2,4,0,0.236598852
20,4,2,6,0,0.244797924
20,5,2,8,0,0.242624623
20,6,2,10,0,0.250940101
20,7,2,12,0,0.224939033
20,8,2,14,0,0.223773997
20,9,2,16,0,0.215342601
20,10,2,18,0,0.212714048
20,11,2,20,0,0.203523002
21,1,2,1,0,0.411323951
21,2,2,2,0,0.423694079
21,3,2,4,0,0.388334386
21,4,2,6,0,0.333784298
21,5,2,8,0,0.313891838
21,6,2,10,0,0.325288236
21,7,2,12,0,0.328398307
21,8,2,14,0,0.311252138
21,9,2,16,0,0.304244987
21,10,2,18,0,0.306390539
21,11,2,20,0,0.234186254
22,1,2,1,0,0.38825358
22,2,2,2,0,0.349367911
22,3,2,4,0,0.277335998
22,4,2,6,0,0.298800866
22,5,2,8,0,0.293419872
22,6,2,10,0,0.227683692
22,7,2,12,0,0.220010193
22,8,2,14,0,0.217605313
22,9,2,16,0,0.226797031
22,10,2,18,0,0.22268534
22,11,2,20,0,0.222858832
23,1,2,1,0,0.364820103
23,2,2,2,0,0.371483117
23,3,2,4,0,0.360820412
23,4,2,6,0,0.345380175
23,5,2,8,0,0.279825615
23,6,2,10,0,0.265610388
23,7,2,12,0,0.253954031
23,8,2,14,0,0.233803911
23,9,2,16,0,0.239490831
23,10,2,18,0,0.237275272
23,11,2,20,0,0.232760089
24,1,2,1,0,0.358715723
24,2,2,2,0,0.430691422
24,3,2,4,0,0.456655673
24,4,2,6,0,0.413406779
24,5,2,8,0,0.367049225
24,6,2,10,0,0.34598622
24,7,2,12,0,0.320080545
24,8,2,14,0,0.319261754
24,9,2,16,0,0.317604697
24,10,2,18,0,0.321015133
24,11,2,20,0,0.272270944
25,1,2,1,0,0.565261612
25,2,2,2,0,0.480788818
25,3,2,4,0,0.423855386
25,4,2,6,0,0.343849766
25,5,2,8,0,0.326619104
25,6,2,10,0,0.342075455
25,7,2,12,0,0.286055997
25,8,2,14,0,0.298537951
25,9,2,16,0,0.286824048
25,10,2,18,0,0.280153879
25,11,2,20,0,0.282039833
26,1,2,1,0,0.49778585
26,2,2,2,0,0.398502477
26,3,2,4,0,0.313028344
26,4,2,6,0,0.233826464
26,5,2,8,0,0.237315128
26,6,2,10,0,0.252423499
26,7,2,12,0,0.211497991
26,8,2,14,0,0.219069134
26,9,2,16,0,0.212372752
26,10,2,18,0,0.208127624
26,11,2,20,0,0.205603516
27,1,2,1,0,0.425513932
27,2,2,2,0,0.372670976
27,3,2,4,0,0.282727527
27,4,2,6,0,0.285112049
27,5,2,8,0,0.258092936
27,6,2,10,0,0.24570853
27,7,2,12,0,0.231819677
27,8,2,14,0,0.227383239
27,9,2,16,0,0.22937292
27,10,2,18,0,0.230831673
27,11,2,20,0,0.194647273
28,1,2,1,0,0.428697594
28,2,2,2,0,0.415469181
28,3,2,4,0,0.274095485
28,4,2,6,0,0.282527556
28,5,2,8,0,0.204540543
28,6,2,10,0,0.213075045
28,7,2,12,0,0.237781947
28,8,2,14,0,0.2410551
28,9,2,16,0,0.249636664
28,10,2,18,0,0.232248856
28,11,2,20,0,0.233702447
29,1,2,1,0,0.278519386
29,2,2,2,0,0.265479227
29,3,2,4,0,0.216324644
29,4,2,6,0,0.218130436
29,5,2,8,0,0.243653083
29,6,2,10,0,0.193306591
29,7,2,12,0,0.176241657
29,8,2,14,0,0.171753636
29,9,2,16,0,0.170674185
29,10,2,18,0,0.170704811
29,11,2,20,0,0.206579423
30,1,2,1,0,0.465226342
30,2,2,2,0,0.452387322
30,3,2,4,0,0.428650686
30,4,2,6,0,0.313823552
30,5,2,8,0,0.32482918
30,6,2,10,0,0.300308319
30,7,2,12,0,0.290467268
30,8,2,14,0,0.259593821
30,9,2,16,0,0.243275169
30,10,2,18,0,0.231465656
30,11,2,20,0,0.231399107
31,1,2,1,0,0.38372205
31,2,2,2,0,0.375492543
31,3,2,4,0,0.290142521
31,4,2,6,0,0.268301478
31,5,2,8,0,0.270935398
31,6,2,10,0,0.273236287
31,7,2,12,0,0.260622898
31,8,2,14,0,0.260470916
31,9,2,16,0,0.256366382
31,10,2,18,0,0.248800732
31,11,2,20,0,0.247362221
32,1,2,1,0,0.528795433
32,2,2,2,0,0.504062027
32,3,2,4,0,0.428896218
32,4,2,6,0,0.342715294
32,5,2,8,0,0.288146269
32,6,2,10,0,0.263899157
32,7,2,12,0,0.272217488
32,8,2,14,0,0.268447166
32,9,2,16,0,0.27059064
32,10,2,18,0,0.244716596
32,11,2,20,0,0.239318876
33,1,2,1,0,0.422565586
33,2,2,2,0,0.385255772
33,3,2,4,0,0.355018776
33,4,2,6,0,0.326093842
33,5,2,8,0,0.312460724
33,6,2,10,0,0.2893341
33,7,2,12,0,0.276629429
33,8,2,14,0,0.283523393
33,9,2,16,0,0.293588441
33,10,2,18,0,0.277694887
33,11,2,20,0,0.273455724
34,1,2,1,0,0.469807264
34,2,2,2,0,0.46162448
34,3,2,4,0,0.496940065
34,4,2,6,0,0.426807747
34,5,2,8,0,0.433300641
34,6,2,10,0,0.406690631
34,7,2,12,0,0.421925958
34,8,2,14,0,0.390339031
34,9,2,16,0,0.387739662
34,10,2,18,0,0.373364288
34,11,2,20,0,0.37017288
35,1,2,1,0,0.291920446
35,2,2,2,0,0.346251083
35,3,2,4,0,0.382865152
35,4,2,6,0,0.354559113
35,5,2,8,0,0.307943354
35,6,2,10,0,0.301567143
35,7,2,12,0,0.292925174
35,8,2,14,0,0.298209047
35,9,2,16,0,0.299541769
35,10,2,18,0,0.294202858
35,11,2,20,0,0.294628247
36,1,2,1,0,0.404002041
36,2,2,2,0,0.36018671
36,3,2,4,0,0.31508937
36,4,2,6,0,0.290441786
36,5,2,8,0,0.262946103
36,6,2,10,0,0.261328565
36,7,2,12,0,0.264850494
36,8,2,14,0,0.252343217
36,9,2,16,0,0.258478334
36,10,2,18,0,0.223480524
36,11,2,20,0,0.153925789
37,1,2,1,0,0.298080335
37,2,2,2,0,0.334952367
37,3,2,4,0,0.273010161
37,4,2,6,0,0.239286662
37,5,2,8,0,0.224313799
37,6,2,10,0,0.224551013
37,7,2,12,0,0.223136455
37,8,2,14,0,0.212736904
37,9,2,16,0,0.213315515
37,10,2,18,0,0.210735498
37,11,2,20,0,0.259250692
38,1,2,1,0,0.428563875
38,2,2,2,0,0.466466792
38,3,2,4,0,0.482709685
38,4,2,6,0,0.391091641
38,5,2,8,0,0.354434267
38,6,2,10,0,0.376288378
38,7,2,12,0,0.348949127
38,8,2,14,0,0.340863744
38,9,2,16,0,0.320020533
38,10,2,18,0,0.315107454
38,11,2,20,0,0.311558945
39,1,2,1,0,0.453670856
39,2,2,2,0,0.473931929
39,3,2,4,0,0.43023608
39,4,2,6,0,0.486583431
39,5,2,8,0,0.420960867
39,6,2,10,0,0.367292523
39,7,2,12,0,0.400164734
39,8,2,14,0,0.403175574
39,9,2,16,0,0.388114896
39,10,2,18,0,0.370733984
39,11,2,20,0,0.364490515
40,1,2,1,0,0.415647533
40,2,2,2,0,0.354721316
40,3,2,4,0,0.397916536
40,4,2,6,0,0.322259139
40,5,2,8,0,0.268719619
40,6,2,10,0,0.266539799
40,7,2,12,0,0.246291377
40,8,2,14,0,0.239706641
40,9,2,16,0,0.239320736
40,10,2,18,0,0.241878596
40,11,2,20,0,0.310003516
41,1,2,1,0,0.305347679
41,2,2,2,0,0.301642232
41,3,2,4,0,0.303233249
41,4,2,6,0,0.232977386
41,5,2,8,0,0.223859326
41,6,2,10,0,0.236163976
41,7,2,12,0,0.233686321
41,8,2,14,0,0.237126852
41,9,2,16,0,0.232026581
41,10,2,18,0,0.221150886
41,11,2,20,0,0.280747884
42,1,2,1,0,0.518273725
42,2,2,2,0,0.428195614
42,3,2,4,0,0.277703119
42,4,2,6,0,0.297144303
42,5,2,8,0,0.268553618
42,6,2,10,0,0.285430685
42,7,2,12,0,0.275598258
42,8,2,14,0,0.264142948
42,9,2,16,0,0.239312877
42,10,2,18,0,0.231873179
42,11,2,20,0,0.235534242
43,1,2,1,0,0.44046698
43,2,2,2,0,0.444833388
43,3,2,4,0,0.388527796
43,4,2,6,0,0.365621241
43,5,2,8,0,0.322185218
43,6,2,10,0,0.312234781
43,7,2,12,0,0.296226315
43,8,2,14,0,0.279685758
43,9,2,16,0,0.284504219
43,10,2,18,0,0.288487138
43,11,2,20,0,0.277930359
44,1,2,1,0,0.321550631
44,2,2,2,0,0.322426719
44,3,2,4,0,0.253132703
44,4,2,6,0,0.27593365
44,5,2,8,0,0.261874987
44,6,2,10,0,0.244930821
44,7,2,12,0,0.238718559
44,8,2,14,0,0.233034713
44,9,2,16,0,0.231016053
44,10,2,18,0,0.156286688
44,11,2,20,0,0.194277122
45,1,2,1,0,0.282402289
45,2,2,2,0,0.310359397
45,3,2,4,0,0.306143446
45,4,2,6,0,0.253996783
45,5,2,8,0,0.214039282
45,6,2,10,0,0.203515689
45,7,2,12,0,0.206070515
45,8,2,14,0,0.224177077
45,9,2,16,0,0.201377921
45,10,2,18,0,0.203524118
45,11,2,20,0,0.196292094
46,1,2,1,0,0.408924875
46,2,2,2,0,0.379485223
46,3,2,4,0,0.430551536
46,4,2,6,0,0.380811885
46,5,2,8,0,0.344712207
46,6,2,10,0,0.322243816
46,7,2,12,0,0.28952568
46,8,2,14,0,0.279668655
46,9,2,16,0,0.281488101
46,10,2,18,0,0.290651426
46,11,2,20,0,0.292639263
47,1,2,1,0,0.437410006
47,2,2,2,0,0.469891502
47,3,2,4,0,0.464762871
47,4,2,6,0,0.411294014
47,5,2,8,0,0.400790481
47,6,2,10,0,0.382879255
47,7,2,12,0,0.369579223
47,8,2,14,0,0.363132833
47,9,2,16,0,0.359636148
47,10,2,18,0,0.356688876
47,11,2,20,0,0.362273453
48,1,2,1,0,0.244851865
48,2,2,2,0,0.29064819
48,3,2,4,0,0.315482327
48,4,2,6,0,0.387239719
48,5,2,8,0,0.291201303
48,6,2,10,0,0.272817625
48,7,2,12,0,0.280131759
48,8,2,14,0,0.273647481
48,9,2,16,0,0.273528854
48,10,2,18,0,0.244741553
48,11,2,20,0,0.265351676
49,1,2,1,0,0.277474054
49,2,2,2,0,0.344292177
49,3,2,4,0,0.342576325
49,4,2,6,0,0.310963032
49,5,2,8,0,0.292589134
49,6,2,10,0,0.273821594
49,7,2,12,0,0.272007064
49,8,2,14,0,0.266395438
49,9,2,16,0,0.26750702
49,10,2,18,0,0.255311443
49,11,2,20,0,0.257344218
50,1,2,1,0,0.365887536
50,2,2,2,0,0.387971136
50,3,2,4,0,0.399099606
50,4,2,6,0,0.314671823
50,5,2,8,0,0.32968075
50,6,2,10,0,0.276131947
50,7,2,12,0,0.270089104
50,8,2,14,0,0.276799289
50,9,2,16,0,0.240755178
50,10,2,18,0,0.238376773
50,11,2,20,0,0.242392384
51,1,2,1,0,0.407224331
51,2,2,2,0,0.346318743
51,3,2,4,0,0.308266003
51,4,2,6,0,0.279731288
51,5,2,8,0,0.250006695
51,6,2,10,0,0.258977279
51,7,2,12,0,0.22528318
51,8,2,14,0,0.229089503
51,9,2,16,0,0.22047192
51,10,2,18,0,0.233396506
51,11,2,20,0,0.22437062
52,1,2,1,0,0.33007083
52,2,2,2,0,0.3104776
52,3,2,4,0,0.270070746
52,4,2,6,0,0.231456314
52,5,2,8,0,0.239279715
52,6,2,10,0,0.224323659
52,7,2,12,0,0.222978481
52,8,2,14,0,0.228604447
52,9,2,16,0,0.215201872
52,10,2,18,0,0.212695692
52,11,2,20,0,0.194892143
53,1,2,1,0,0.547235857
53,2,2,2,0,0.430380369
53,3,2,4,0,0.39478699
53,4,2,6,0,0.294150601
53,5,2,8,0,0.258382306
53,6,2,10,0,0.222256656
53,7,2,12,0,0.236071959
53,8,2,14,0,0.209144196
53,9,2,16,0,0.223087483
53,10,2,18,0,0.231990622
53,11,2,20,0,0.225387869
54,1,2,1,0,0.340521674
54,2,2,2,0,0.385134264
54,3,2,4,0,0.300230318
54,4,2,6,0,0.275242393
54,5,2,8,0,0.259861187
54,6,2,10,0,0.250050902
54,7,2,12,0,0.262964831
54,8,2,14,0,0.255233333
54,9,2,16,0,0.254185054
54,10,2,18,0,0.253315426
54,11,2,20,0,0.256550114
55,1,2,1,0,0.368013797
55,2,2,2,0,0.307059587
55,3,2,4,0,0.258685738
55,4,2,6,0,0.263585102
55,5,2,8,0,0.242950089
55,6,2,10,0,0.228936046
55,7,2,12,0,0.221062294
55,8,2,14,0,0.222359209
55,9,2,16,0,0.208141025
55,10,2,18,0,0.235926533
55,11,2,20,0,0.156585957
56,1,2,1,0,0.591743037
56,2,2,2,0,0.53374821
56,3,2,4,0,0.349540495
56,4,2,6,0,0.310093363
56,5,2,8,0,0.249737625
56,6,2,10,0,0.277576518
56,7,2,12,0,0.249001989
56,8,2,14,0,0.247563792
56,9,2,16,0,0.257518925
56,10,2,18,0,0.247154872
56,11,2,20,0,0.193358112
57,1,2,1,0,0.543905501
57,2,2,2,0,0.559791128
57,3,2,4,0,0.422562275
57,4,2,6,0,0.38081249
57,5,2,8,0,0.338032512
57,6,2,10,0,0.308730498
57,7,2,12,0,0.285196644
57,8,2,14,0,0.306160751
57,9,2,16,0,0.305547051
57,10,2,18,0,0.280441557
57,11,2,20,0,0.286402281
58,1,2,1,0,0.428402835
58,2,2,2,0,0.383606724
58,3,2,4,0,0.340936654
58,4,2,6,0,0.331350764
58,5,2,8,0,0.275662136
58,6,2,10,0,0.268528036
58,7,2,12,0,0.251160932
58,8,2,14,0,0.265294923
58,9,2,16,0,0.245633803
58,10,2,18,0,0.24367178
58,11,2,20,0,0.256896262
59,1,2,1,0,0.379454614
59,2,2,2,0,0.402542507
59,3,2,4,0,0.433901337
59,4,2,6,0,0.387370764
59,5,2,8,0,0.313714306
59,6,2,10,0,0.336074893
59,7,2,12,0,0.308594664
59,8,2,14,0,0.315898272
59,9,2,16,0,0.289953943
59,10,2,18,0,0.298892749
59,11,2,20,0,0.302393626
60,1,2,1,0,0.446925007
60,2,2,2,0,0.411073066
60,3,2,4,0,0.41095049
60,4,2,6,0,0.377348727
60,5,2,8,0,0.347546823
60,6,2,10,0,0.32234097
60,7,2,12,0,0.324187751
60,8,2,14,0,0.324664644
60,9,2,16,0,0.29753233
60,10,2,18,0,0.291973749
60,11,2,20,0,0.299117092
61,1,2,1,0,0.44716864
61,2,2,2,0,0.382502303
61,3,2,4,0,0.288231524
61,4,2,6,0,0.254883704
61,5,2,8,0,0.257719293
61,6,2,10,0,0.239081464
61,7,2,12,0,0.223709836
61,8,2,14,0,0.225522752
61,9,2,16,0,0.230644248
61,10,2,18,0,0.236450833
61,11,2,20,0,0.231454409
62,1,2,1,0,0.317831118
62,2,2,2,0,0.395497399
62,3,2,4,0,0.382273552
62,4,2,6,0,0.312273775
62,5,2,8,0,0.329469927
62,6,2,10,0,0.269161031
62,7,2,12,0,0.300122642
62,8,2,14,0,0.268701953
62,9,2,16,0,0.278680149
62,10,2,18,0,0.266004225
62,11,2,20,0,0.272905398
63,1,2,1,0,0.476275955
63,2,2,2,0,0.352328759
63,3,2,4,0,0.35591154
63,4,2,6,0,0.326543543
63,5,2,8,0,0.319546741
63,6,2,10,0,0.289196323
63,7,2,12,0,0.260790462
63,8,2,14,0,0.269741922
63,9,2,16,0,0.266800857
63,10,2,18,0,0.240605474
63,11,2,20,0,0.245635908
64,1,2,1,0,0.475844007
64,2,2,2,0,0.436840152
64,3,2,4,0,0.472999936
64,4,2,6,0,0.326640239
64,5,2,8,0,0.322503338
64,6,2,10,0,0.304327918
64,7,2,12,0,0.281768496
64,8,2,14,0,0.297392787
64,9,2,16,0,0.289131576
64,10,2,18,0,0.283821456
64,11,2,20,0,0.278097858
65,1,2,1,0,0.532201963
65,2,2,2,0,0.419754388
65,3,2,4,0,0.327907186
65,4,2,6,0,0.265384773
65,5,2,8,0,0.249829546
65,6,2,10,0,0.236140828
65,7,2,12,0,0.243413167
65,8,2,14,0,0.225824045
65,9,2,16,0,0.225573803
65,10,2,18,0,0.204696985
65,11,2,20,0,0.204822068
66,1,2,1,0,0.350452533
66,2,2,2,0,0.366157376
66,3,2,4,0,0.363399566
66,4,2,6,0,0.313350053
66,5,2,8,0,0.304927033
66,6,2,10,0,0.2800238
66,7,2,12,0,0.268342279
66,8,2,14,0,0.257619897
66,9,2,16,0,0.268933488
66,10,2,18,0,0.265542418
66,11,2,20,0,0.273034654
67,1,2,1,0,0.273059183
67,2,2,2,0,0.413843936
67,3,2,4,0,0.379496254
67,4,2,6,0,0.367780815
67,5,2,8,0,0.358071662
67,6,2,10,0,0.340564209
67,7,2,12,0,0.337437817
67,8,2,14,0,0.335585811
67,9,2,16,0,0.317982036
67,10,2,18,0,0.320098033
67,11,2,20,0,0.239235645
68,1,2,1,0,0.521505119
68,2,2,2,0,0.422150121
68,3,2,4,0,0.428153565
68,4,2,6,0,0.370205674
68,5,2,8,0,0.323521271
68,6,2,10,0,0.278474315
68,7,2,12,0,0.292551135
68,8,2,14,0,0.250950971
68,9,2,16,0,0.270616269
68,10,2,18,0,0.265757035
68,11,2,20,0,0.256159507
69,1,2,1,0,0.482326457
69,2,2,2,0,0.499142166
69,3,2,4,0,0.36572495
69,4,2,6,0,0.402754401
69,5,2,8,0,0.397375039
69,6,2,10,0,0.373680539
69,7,2,12,0,0.370381079
69,8,2,14,0,0.358298278
69,9,2,16,0,0.353033458
69,10,2,18,0,0.349989212
69,11,2,20,0,0.294159789
70,1,2,1,0,0.427238518
70,2,2,2,0,0.383630757
70,3,2,4,0,0.468547299
70,4,2,6,0,0.375914395
70,5,2,8,0,0.308715666
70,6,2,10,0,0.325489129
70,7,2,12,0,0.33074129
70,8,2,14,0,0.299919156
70,9,2,16,0,0.313655751
70,10,2,18,0,0.281672152
70,11,2,20,0,0.281190294
71,1,2,1,0,0.504778451
71,2,2,2,0,0.4788393
71,3,2,4,0,0.510997592
71,4,2,6,0,0.457026294
71,5,2,8,0,0.396924156
71,6,2,10,0,0.311241492
71,7,2,12,0,0.395797866
71,8,2,14,0,0.343109716
71,9,2,16,0,0.360859214
71,10,2,18,0,0.320619844
71,11,2,20,0,0.304921323
72,1,2,1,0,0.393400277
72,2,2,2,0,0.388278813
72,3,2,4,0,0.350821827
72,4,2,6,0,0.292654323
72,5,2,8,0,0.301216249
72,6,2,10,0,0.275010989
72,7,2,12,0,0.266816551
72,8,2,14,0,0.274536291
72,9,2,16,0,0.274002177
72,10,2,18,0,0.233223125
72,11,2,20,0,0.210909534
73,1,2,1,0,0.465925776
73,2,2,2,0,0.461562429
73,3,2,4,0,0.370313166
73,4,2,6,0,0.420203658
73,5,2,8,0,0.407193879
73,6,2,10,0,0.429938825
73,7,2,12,0,0.393289329
73,8,2,14,0,0.408813138
73,9,2,16,0,0.3847137
73,10,2,18,0,0.39001335
73,11,2,20,0,0.388649734
74,1,2,1,0,0.333687315
74,2,2,2,0,0.360790027
74,3,2,4,0,0.266116007
74,4,2,6,0,0.266751036
74,5,2,8,0,0.237578159
74,6,2,10,0,0.264129396
74,7,2,12,0,0.240320533
74,8,2,14,0,0.21952491
74,9,2,16,0,0.227327013
74,10,2,18,0,0.223407559
74,11,2,20,0,0.217226571
75,1,2,1,0,0.424479189
75,2,2,2,0,0.359192336
75,3,2,4,0,0.282287262
75,4,2,6,0,0.267030479
75,5,2,8,0,0.253620153
75,6,2,10,0,0.242102435
75,7,2,12,0,0.243039812
75,8,2,14,0,0.229228796
75,9,2,16,0,0.222873503
75,10,2,18,0,0.220194443
75,11,2,20,0,0.223297878
76,1,2,1,0,0.497169738
76,2,2,2,0,0.469117095
76,3,2,4,0,0.388857291
76,4,2,6,0,0.287030373
76,5,2,8,0,0.270354892
76,6,2,10,0,0.244521642
76,7,2,12,0,0.256591116
76,8,2,14,0,0.229016032
76,9,2,16,0,0.251650993
76,10,2,18,0,0.250686725
76,11,2,20,0,0.240308382
77,1,2,1,0,0.30363759
77,2,2,2,0,0.36016501
77,3,2,4,0,0.379618088
77,4,2,6,0,0.37755702
77,5,2,8,0,0.327048695
77,6,2,10,0,0.356939263
77,7,2,12,0,0.338404361
77,8,2,14,0,0.325417078
77,9,2,16,0,0.336878061
77,10,2,18,0,0.321045677
77,11,2,20,0,0.309593661
78,1,2,1,0,0.496763158
78,2,2,2,0,0.46763689
78,3,2,4,0,0.347593147
78,4,2,6,0,0.341965195
78,5,2,8,0,0.292666813
78,6,2,10,0,0.302852442
78,7,2,12,0,0.2563137
78,8,2,14,0,0.255352838
78,9,2,16,0,0.25548147
78,10,2,18,0,0.241933464
78,11,2,20,0,0.256274265
79,1,2,1,0,0.3223304
79,2,2,2,0,0.362062207
79,3,2,4,0,0.327857009
79,4,2,6,0,0.298518425
79,5,2,8,0,0.286987746
79,6,2,10,0,0.271333091
79,7,2,12,0,0.269946748
79,8,2,14,0,0.267742926
79,9,2,16,0,0.266171741
79,10,2,18,0,0.260350074
79,11,2,20,0,0.258213011
