13.58;119.95;64.75;3.68;8.05;2.5;75.91;1;2.53;1;3.88;0.12;0.1;11.08;1.8;0.15;0;3.8;0;3.64;0;0;0
13.37;119.95;64.75;3.68;6.51;2.28;64.58;1;2.53;1;3.88;0.12;0.1;1.84;1.8;0.15;0;3.8;0;0;0;0;0
13.58;119.95;64.75;3.68;8.05;2.5;75.91;1;2.53;1;3.88;0.12;0.1;11.08;1.8;0.15;0;3.8;0;3.64;0;0;0
13.36;119.95;64.75;3.68;6.5;2.28;64.45;1;2.53;1;3.88;0.12;0.1;1.84;1.8;0.15;0;3.8;0;0;0;0;0
13.36;119.95;64.75;3.68;6.5;2.28;64.45;1;2.53;1;3.88;0.12;0.1;1.84;1.8;0.15;0;3.8;0;0;0;0;0
13.36;119.95;64.75;3.68;6.5;2.26;64.45;1;2.53;1;3.88;0.12;0.1;1.84;1.8;0.15;0;3.8;0;0;0;0;0
13.64;119.95;64.75;3.68;8.07;2.55;76.91;1;2.53;1;3.88;0.12;0.1;11.23;1.8;0.15;0;3.8;0;3.73;0;0;0
10.22;119.95;64.75;4.16;6.23;2.22;61.55;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.63;119.95;64.75;4.12;7.23;2.42;70.73;1;0.8;1;2.19;0.07;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.49;119.95;64.75;4.16;7.78;2.49;74.88;1;2.53;1;3.88;0.12;0.17;11.25;2.95;0;0;3.8;0;3.73;0;0;0
10.21;119.95;64.75;4.16;6.21;2.2;61.41;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.49;119.95;64.75;4.16;7.78;2.49;73.88;1;2.53;1;3.88;0.12;0.17;11.25;2.95;0;0;3.8;0;3.73;0;0;0
16.21;119.95;64.75;4.16;7.72;3.18;38.65;1;2.53;1;3.88;0.12;0.51;1.86;2.95;0;0;3.8;0;0;0;0;0
10.73;136.46;64.75;12.43;10.85;4.39;65.9;1;1.74;1;1.69;0.05;1.1;11.7;0;0;3.08;0;0;3.64;0;0;0
10.78;136.46;64.75;12.43;10.86;4.45;67.9;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
10.78;136.46;64.75;12.43;10.86;4.45;66.9;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
10.51;136.46;64.75;12.43;9.31;4.18;54.57;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.51;136.46;64.75;12.43;9.29;4.18;54.43;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.51;136.46;64.75;12.43;9.29;4.16;54.43;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.78;136.46;64.75;12.43;10.86;4.45;66.9;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
19.32;119.95;64.75;3.64;10.42;2.94;70.8;1;0.8;1;2.19;0.07;0.65;11.42;1.8;0.15;0;3.8;0;3.85;0;0;0
10.22;119.95;64.75;4.16;6.23;2.22;61.55;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.21;119.95;64.75;4.16;6.21;2.22;61.41;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.21;119.95;64.75;4.16;6.21;2.2;61.41;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.49;119.95;64.75;4.16;7.78;2.49;73.88;1;2.53;1;3.88;0.12;0.17;11.25;2.95;0;0;3.8;0;3.73;0;0;0
10.19;119.95;64.75;4.16;6.17;2.18;72.63;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
16.2;195.51;64.75;4.16;7.72;3.58;38.65;1;2.53;1;3.88;0.12;0.73;1.86;2.95;0;0;3.8;0;0;0;0;0
16.21;119.95;64.75;4.16;7.72;3.18;38.65;1;2.53;1;3.88;0.12;0.51;1.86;2.95;0;0;3.8;0;0;0;0;0
10.51;136.46;64.75;12.43;9.31;4.18;54.57;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.78;136.46;64.75;12.43;10.86;4.45;66.9;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
10.51;136.46;64.75;12.43;9.31;4.18;54.57;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.51;136.46;64.75;12.43;9.29;4.18;54.43;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.78;136.46;64.75;12.43;10.86;4.45;66.9;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
10.53;136.46;64.75;12.43;6.39;4.23;54.89;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.8;136.46;64.75;12.43;7.97;4.52;67.36;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
13.42;119.95;64.75;3.68;6.64;2.34;65.85;1;2.53;1;3.88;0.12;0.1;1.84;1.8;0.15;0;3.8;0;0;0;0;0
13.7;119.95;64.75;3.68;8.22;2.61;78.31;1;2.53;1;3.88;0.12;0.1;11.23;1.8;0.15;0;3.8;0;3.73;0;0;0
19.38;119.95;64.75;3.64;10.57;3;72.2;1;0.8;1;2.19;0.07;0.65;11.42;1.8;0.15;0;3.8;0;3.85;0;0;0
19.6;119.95;64.75;3.68;8.35;4.35;43.08;1;2.53;1;3.88;0.12;0.65;1.84;1.8;0.15;0;3.8;0;0;119.78;0;0
13.86;119.95;64.75;3.64;7.74;2.57;95.32;1;0.8;1;2.19;0.07;0.1;1.84;1.8;0.15;0;3.8;0;0;0;0;0
13.71;172.26;64.75;3.64;7.37;2.41;43.08;1;0.8;1;2.19;0.07;0.1;1.84;1.8;0.15;0;3.8;11.7;0;0;0;0
10.27;119.95;64.75;4.16;6.36;2.28;62.82;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
16.23;119.95;64.75;4.12;14.88;3.3;58.07;1;0.8;1;2.19;0.07;0.45;16.97;2.95;0;0;3.8;0;11.55;0;0;0
10.27;119.95;64.75;4.16;6.36;2.26;62.82;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.68;119.95;64.75;4.12;7.38;2.48;72.13;1;0.8;1;2.19;0.07;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
10.54;119.95;64.75;4.16;7.93;2.56;75.28;1;2.53;1;3.88;0.12;0.17;11.25;2.95;0;0;3.8;0;3.73;0;0;0
10.29;119.95;64.75;4.16;3.46;2.33;63.28;1;2.53;1;3.88;0.12;0.17;1.86;2.95;0;0;3.8;0;0;0;0;0
16.45;119.95;64.75;4.16;8.06;4.29;40.05;1;2.53;1;3.88;0.12;0.73;1.86;2.95;0;0;3.8;0;0;119.78;0;0
16.3;204.88;64.75;4.12;7.89;2.23;40.05;1;0.8;1;2.19;0.07;0.46;1.86;2.95;0;0;3.8;0;0;0;0;0
10.57;136.46;64.75;12.43;9.45;4.24;55.97;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.79;136.46;64.75;12.43;10.99;4.46;67.3;1;1.74;1;1.69;0.05;1.1;11.7;0;0;3.08;0;0;3.64;0;0;0
10.84;136.46;64.75;12.43;11.01;4.51;69.3;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
10.57;136.46;64.75;12.43;9.44;4.22;55.84;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.57;136.46;64.75;12.43;9.44;4.22;55.84;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.84;136.46;64.75;12.43;11.01;4.51;68.3;1;1.74;1;1.69;0.05;1.1;11.85;0;0;3.08;0;0;3.73;0;0;0
16.53;136.46;64.75;12.4;13.36;4.9;62.19;1;0;1;0;0;1.66;12.03;0;0;3.08;0;0;3.85;0;0;0
10.57;136.46;64.75;12.43;9.44;4.22;74.61;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
16.75;136.46;64.75;12.43;11.14;6.25;33.07;1;1.74;1;1.69;0.05;1.66;2.46;0;0;3.08;0;0;0;119.78;0;0
16.75;136.46;64.75;12.43;11.14;6.25;33.07;1;1.74;1;1.69;0.05;1.66;2.46;0;0;3.08;0;0;0;119.78;0;0
10.57;136.46;64.75;12.43;9.44;4.24;55.84;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
10.57;136.46;64.75;12.43;9.44;4.22;55.84;1;1.74;1;1.69;0.05;1.1;2.46;0;0;3.08;0;0;0;0;0;0
16.55;136.46;64.75;12.4;10.47;4.97;62.65;1;0;1;0;0;1.66;12.03;0;0;3.08;0;0;3.85;0;0;0
10.86;188.77;64.75;12.4;10.16;4.31;33.07;1;0;1;0;0;1.1;2.46;0;0;3.08;0;11.7;0;0;0;0
