FirmID,CostSysID,PACP,ACP,PDR,MPE
44,7,0,12,0,0.362644348
44,8,0,14,0,0.253150106
44,9,0,16,0,0.316323675
44,10,0,18,0,0.305210128
44,11,0,20,0,0.251855373
45,1,0,1,0,0.426743491
45,2,0,2,0,0.795410554
45,3,0,4,0,0.677077332
45,4,0,6,0,0.886997932
45,5,0,8,0,0.771395063
45,6,0,10,0,0.510662166
45,7,0,12,0,0.538427898
45,8,0,14,0,0.494410448
45,9,0,16,0,0.430468408
45,10,0,18,0,0.405402843
45,11,0,20,0,0.385969718
46,1,0,1,0,0.348891835
46,2,0,2,0,0.897317739
46,3,0,4,0,0.764985648
46,4,0,6,0,0.551433811
46,5,0,8,0,0.718181407
46,6,0,10,0,0.521989875
46,7,0,12,0,0.572026495
46,8,0,14,0,0.503907204
46,9,0,16,0,0.398531648
46,10,0,18,0,0.362336996
46,11,0,20,0,0.379319251
47,1,0,1,0,0.452103733
47,2,0,2,0,0.846908084
47,3,0,4,0,0.727096963
47,4,0,6,0,0.721117448
47,5,0,8,0,0.599708864
47,6,0,10,0,0.53370767
47,7,0,12,0,0.479688626
47,8,0,14,0,0.471562832
47,9,0,16,0,0.413553302
47,10,0,18,0,0.375057961
47,11,0,20,0,0.319648364
48,1,0,1,0,0.615905807
48,2,0,2,0,1.044440268
48,3,0,4,0,0.952868469
48,4,0,6,0,0.806974644
48,5,0,8,0,0.658256059
48,6,0,10,0,0.722597382
48,7,0,12,0,0.696871573
48,8,0,14,0,0.552201005
48,9,0,16,0,0.646606336
48,10,0,18,0,0.507007983
48,11,0,20,0,0.384715289
49,1,0,1,0,0.433023775
49,2,0,2,0,0.645535544
49,3,0,4,0,0.789359045
49,4,0,6,0,0.648698798
49,5,0,8,0,0.475549151
49,6,0,10,0,0.418134586
49,7,0,12,0,0.448229907
49,8,0,14,0,0.419247094
49,9,0,16,0,0.358166488
49,10,0,18,0,0.361532035
49,11,0,20,0,0.310058163
50,1,0,1,0,0.468164396
50,2,0,2,0,0.829978012
50,3,0,4,0,0.993325519
50,4,0,6,0,0.809023583
50,5,0,8,0,0.778402776
50,6,0,10,0,0.722959455
50,7,0,12,0,0.602357893
50,8,0,14,0,0.584889367
50,9,0,16,0,0.443652356
50,10,0,18,0,0.466025514
50,11,0,20,0,0.468867666
51,1,0,1,0,0.315259864
51,2,0,2,0,0.617578005
51,3,0,4,0,0.60271416
51,4,0,6,0,0.485586021
51,5,0,8,0,0.409883035
51,6,0,10,0,0.434496238
51,7,0,12,0,0.567654707
51,8,0,14,0,0.345556465
51,9,0,16,0,0.300584125
51,10,0,18,0,0.275342518
51,11,0,20,0,0.246170511
52,1,0,1,0,0.388174905
52,2,0,2,0,0.819799694
52,3,0,4,0,0.850541394
52,4,0,6,0,0.625039856
52,5,0,8,0,0.589877314
52,6,0,10,0,0.770582691
52,7,0,12,0,0.589417182
52,8,0,14,0,0.40861674
52,9,0,16,0,0.312302214
52,10,0,18,0,0.370696634
52,11,0,20,0,0.387206322
53,1,0,1,0,0.362517583
53,2,0,2,0,0.649744208
53,3,0,4,0,0.608861174
53,4,0,6,0,0.572465424
53,5,0,8,0,0.551420475
53,6,0,10,0,0.380989186
53,7,0,12,0,0.456353605
53,8,0,14,0,0.424237769
53,9,0,16,0,0.348709054
53,10,0,18,0,0.295391135
53,11,0,20,0,0.264082393
54,1,0,1,0,0.275872046
54,2,0,2,0,0.498754654
54,3,0,4,0,0.579933049
54,4,0,6,0,0.559012066
54,5,0,8,0,0.449042307
54,6,0,10,0,0.408382909
54,7,0,12,0,0.318868549
54,8,0,14,0,0.294106217
54,9,0,16,0,0.353487923
54,10,0,18,0,0.285736434
54,11,0,20,0,0.212414117
55,1,0,1,0,0.318122082
55,2,0,2,0,0.733073841
55,3,0,4,0,0.546795366
55,4,0,6,0,0.63741273
55,5,0,8,0,0.467365611
55,6,0,10,0,0.412641248
55,7,0,12,0,0.411463286
55,8,0,14,0,0.452782767
55,9,0,16,0,0.339304034
55,10,0,18,0,0.355571995
55,11,0,20,0,0.276974311
56,1,0,1,0,0.56587216
56,2,0,2,0,0.84291838
56,3,0,4,0,0.628333765
56,4,0,6,0,0.659927779
56,5,0,8,0,0.668437046
56,6,0,10,0,0.541532747
56,7,0,12,0,0.421207165
56,8,0,14,0,0.456267151
56,9,0,16,0,0.421937006
56,10,0,18,0,0.474073112
56,11,0,20,0,0.298375099
57,1,0,1,0,0.335769437
57,2,0,2,0,0.564419413
57,3,0,4,0,0.461452429
57,4,0,6,0,0.43676936
57,5,0,8,0,0.457533624
57,6,0,10,0,0.393600789
57,7,0,12,0,0.352102835
57,8,0,14,0,0.265424327
57,9,0,16,0,0.29255143
57,10,0,18,0,0.264953177
57,11,0,20,0,0.241789862
58,1,0,1,0,0.422924102
58,2,0,2,0,0.563487156
58,3,0,4,0,0.532957089
58,4,0,6,0,0.459560041
58,5,0,8,0,0.307731905
58,6,0,10,0,0.355196216
58,7,0,12,0,0.385184585
58,8,0,14,0,0.363429939
58,9,0,16,0,0.314291924
58,10,0,18,0,0.240527522
58,11,0,20,0,0.177030718
59,1,0,1,0,0.32348015
59,2,0,2,0,0.64569689
59,3,0,4,0,0.565704695
59,4,0,6,0,0.566639283
59,5,0,8,0,0.384976092
59,6,0,10,0,0.278385406
59,7,0,12,0,0.350866353
59,8,0,14,0,0.325110595
59,9,0,16,0,0.292396831
59,10,0,18,0,0.231648563
59,11,0,20,0,0.19101834
60,1,0,1,0,0.310481624
60,2,0,2,0,0.556811684
60,3,0,4,0,0.461300444
60,4,0,6,0,0.493496001
60,5,0,8,0,0.442542846
60,6,0,10,0,0.412467504
60,7,0,12,0,0.464911063
60,8,0,14,0,0.358700821
60,9,0,16,0,0.340078207
60,10,0,18,0,0.268470141
60,11,0,20,0,0.200438939
61,1,0,1,0,0.386645909
61,2,0,2,0,0.570011667
61,3,0,4,0,0.507966178
61,4,0,6,0,0.516926117
61,5,0,8,0,0.404483659
61,6,0,10,0,0.349354099
61,7,0,12,0,0.259518264
61,8,0,14,0,0.393502781
61,9,0,16,0,0.246198791
61,10,0,18,0,0.2267005
61,11,0,20,0,0.131917229
62,1,0,1,0,0.469695422
62,2,0,2,0,0.938122842
62,3,0,4,0,0.895143944
62,4,0,6,0,0.763399935
62,5,0,8,0,0.756537087
62,6,0,10,0,0.659086495
62,7,0,12,0,0.679534034
62,8,0,14,0,0.460410701
62,9,0,16,0,0.551869566
62,10,0,18,0,0.543491998
62,11,0,20,0,0.522660393
63,1,0,1,0,0.517517329
63,2,0,2,0,0.742980741
63,3,0,4,0,0.688554092
63,4,0,6,0,0.512979937
63,5,0,8,0,0.584634453
63,6,0,10,0,0.625916219
63,7,0,12,0,0.585801992
63,8,0,14,0,0.498397105
63,9,0,16,0,0.525390638
63,10,0,18,0,0.41142524
63,11,0,20,0,0.401729335
64,1,0,1,0,0.378280762
64,2,0,2,0,0.813543905
64,3,0,4,0,0.624076777
64,4,0,6,0,0.663784554
64,5,0,8,0,0.580007463
64,6,0,10,0,0.525032995
64,7,0,12,0,0.488963394
64,8,0,14,0,0.371914837
64,9,0,16,0,0.34337155
64,10,0,18,0,0.281777039
64,11,0,20,0,0.256110977
65,1,0,1,0,0.404926876
65,2,0,2,0,0.526252492
65,3,0,4,0,0.405873877
65,4,0,6,0,0.442715882
65,5,0,8,0,0.42368025
65,6,0,10,0,0.3804282
65,7,0,12,0,0.337748877
65,8,0,14,0,0.329421241
65,9,0,16,0,0.278265473
65,10,0,18,0,0.245817596
65,11,0,20,0,0.19354741
66,1,0,1,0,0.461210007
66,2,0,2,0,0.849362098
66,3,0,4,0,0.764880963
66,4,0,6,0,0.740212382
66,5,0,8,0,0.750761239
66,6,0,10,0,0.59123369
66,7,0,12,0,0.417745568
66,8,0,14,0,0.557887902
66,9,0,16,0,0.62121106
66,10,0,18,0,0.415507549
66,11,0,20,0,0.392484055
67,1,0,1,0,0.500834604
67,2,0,2,0,0.734366092
67,3,0,4,0,0.635023972
67,4,0,6,0,0.61902494
67,5,0,8,0,0.585644923
67,6,0,10,0,0.394316267
67,7,0,12,0,0.373429277
67,8,0,14,0,0.264171582
67,9,0,16,0,0.323747975
67,10,0,18,0,0.270624745
67,11,0,20,0,0.2155439
68,1,0,1,0,0.425608571
68,2,0,2,0,0.874366849
68,3,0,4,0,0.801613937
68,4,0,6,0,0.842204045
68,5,0,8,0,0.625049348
68,6,0,10,0,0.774967388
68,7,0,12,0,0.590369692
68,8,0,14,0,0.461618678
68,9,0,16,0,0.455775918
68,10,0,18,0,0.444430741
68,11,0,20,0,0.369652151
69,1,0,1,0,0.302260016
69,2,0,2,0,0.840967085
69,3,0,4,0,0.560534457
69,4,0,6,0,0.753295502
69,5,0,8,0,0.65023863
69,6,0,10,0,0.577640529
69,7,0,12,0,0.563515574
69,8,0,14,0,0.391351159
69,9,0,16,0,0.496293076
69,10,0,18,0,0.416701726
69,11,0,20,0,0.420516361
70,1,0,1,0,0.501600065
70,2,0,2,0,0.767716126
70,3,0,4,0,0.616296761
70,4,0,6,0,0.671860019
70,5,0,8,0,0.68656347
70,6,0,10,0,0.631385367
70,7,0,12,0,0.531045016
70,8,0,14,0,0.454292546
70,9,0,16,0,0.376300532
70,10,0,18,0,0.446275472
70,11,0,20,0,0.344702658
71,1,0,1,0,0.506923091
71,2,0,2,0,0.700638312
71,3,0,4,0,0.658790578
71,4,0,6,0,0.728243518
71,5,0,8,0,0.527172752
71,6,0,10,0,0.502903227
71,7,0,12,0,0.479467602
71,8,0,14,0,0.525803541
71,9,0,16,0,0.424445511
71,10,0,18,0,0.413053372
71,11,0,20,0,0.257898315
72,1,0,1,0,0.376030308
72,2,0,2,0,0.535848373
72,3,0,4,0,0.612644165
72,4,0,6,0,0.534071273
72,5,0,8,0,0.468205702
72,6,0,10,0,0.386294588
72,7,0,12,0,0.275864738
72,8,0,14,0,0.247178361
72,9,0,16,0,0.320774335
72,10,0,18,0,0.274476961
72,11,0,20,0,0.204159791
73,1,0,1,0,0.434236123
73,2,0,2,0,0.540459586
73,3,0,4,0,0.51189134
73,4,0,6,0,0.504065999
73,5,0,8,0,0.460216506
73,6,0,10,0,0.366147278
73,7,0,12,0,0.405456432
73,8,0,14,0,0.307509921
73,9,0,16,0,0.280797151
73,10,0,18,0,0.239792238
73,11,0,20,0,0.267747569
74,1,0,1,0,0.544141193
74,2,0,2,0,0.639072232
74,3,0,4,0,0.545773443
74,4,0,6,0,0.455117635
74,5,0,8,0,0.430082371
74,6,0,10,0,0.374009796
74,7,0,12,0,0.507739609
74,8,0,14,0,0.364499448
74,9,0,16,0,0.316065337
74,10,0,18,0,0.294336855
74,11,0,20,0,0.256650434
75,1,0,1,0,0.308993261
75,2,0,2,0,0.662519591
75,3,0,4,0,0.627725748
75,4,0,6,0,0.567991668
75,5,0,8,0,0.652818843
75,6,0,10,0,0.390350971
75,7,0,12,0,0.506069556
75,8,0,14,0,0.319839035
75,9,0,16,0,0.338155368
75,10,0,18,0,0.390479794
75,11,0,20,0,0.237855418
76,1,0,1,0,0.324453166
76,2,0,2,0,0.662527017
76,3,0,4,0,0.635159662
76,4,0,6,0,0.565140815
76,5,0,8,0,0.567555217
76,6,0,10,0,0.565344017
76,7,0,12,0,0.511224205
76,8,0,14,0,0.453009297
76,9,0,16,0,0.445893111
76,10,0,18,0,0.338545216
76,11,0,20,0,0.33130994
77,1,0,1,0,0.416301278
77,2,0,2,0,0.67148585
77,3,0,4,0,0.669343044
77,4,0,6,0,0.667983332
77,5,0,8,0,0.570269689
77,6,0,10,0,0.592929722
77,7,0,12,0,0.479632393
77,8,0,14,0,0.567693875
77,9,0,16,0,0.416330859
77,10,0,18,0,0.426050349
77,11,0,20,0,0.409961803
78,1,0,1,0,0.490682041
78,2,0,2,0,0.849759212
78,3,0,4,0,0.676948433
78,4,0,6,0,0.607939782
78,5,0,8,0,0.567691924
78,6,0,10,0,0.597416444
78,7,0,12,0,0.512044468
78,8,0,14,0,0.494110388
78,9,0,16,0,0.462045536
78,10,0,18,0,0.420805313
78,11,0,20,0,0.364459967
79,1,0,1,0,0.393409852
79,2,0,2,0,0.706011166
79,3,0,4,0,0.562046461
79,4,0,6,0,0.465301987
79,5,0,8,0,0.380837739
79,6,0,10,0,0.329679268
79,7,0,12,0,0.277441544
79,8,0,14,0,0.309443179
