"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"509",509,109,4,-1,1,0,0.494965670234524,0.6,1,50,50,97291.28,0.6466,189311849.42
"510",510,110,4,-1,1,0,0.475952114840038,0.6,1,50,50,101046.09,0.5948,204206258.18
"511",511,111,4,-1,1,0,0.413361554197036,0.6,1,50,50,125730.29,0.7484,316162095.28
"512",512,112,4,-1,1,0,0.483838351722807,0.6,1,50,50,106554.26,0.634,227076195.93
"513",513,113,4,-1,1,0,0.533257151348516,0.6,1,50,50,145093.07,0.8241,421039993.94
"514",514,114,4,-1,1,0,0.644523256411776,0.6,1,50,50,99341.54,0.6429,197374813.77
"515",515,115,4,-1,1,0,0.65661682060454,0.6,1,50,50,90682.16,0.5777,164465087.4
"516",516,116,4,-1,1,0,0.516782724414952,0.6,1,50,50,135412.04,0.7876,366728390.21
"517",517,117,4,-1,1,0,0.437307495763525,0.6,1,50,50,155369.9,0.9156,482796116.27
"518",518,118,4,-1,1,0,0.580705848964863,0.6,1,50,50,116120.86,0.7567,269681075.29
"519",519,119,4,-1,1,0,0.673413334949873,0.6,1,50,50,93802.16,0.6021,175976918.16
"520",520,120,4,-1,1,0,0.667721485625952,0.6,1,50,50,95953.87,0.5341,184142914.36
"521",521,121,4,-1,1,0,0.412502882210538,0.6,1,50,50,152647.53,0.9265,466025383.33
"522",522,122,4,-1,1,0,0.5745975286467,0.6,1,50,50,113508.41,0.6367,257683188.45
"523",523,123,4,-1,1,0,0.523603799659759,0.6,1,50,50,142143.82,0.8485,404097325.79
"524",524,124,4,-1,1,0,0.44846130060032,0.6,1,50,50,101786.9,0.6278,207211450.71
"525",525,125,4,-1,1,0,0.598860774142668,0.6,1,50,50,109541.25,0.6417,239985724.33
"526",526,126,4,-1,1,0,0.487075401446782,0.6,1,50,50,109291.52,0.7209,238892717.41
"527",527,127,4,-1,1,0,0.594006716646254,0.6,1,50,50,92162.79,0.5462,169879608.21
"528",528,128,4,-1,1,0,0.692130170832388,0.6,1,50,50,85701.92,0.4818,146896378.59
"529",529,129,4,-1,1,0,0.651742660650052,0.6,1,50,50,114614.51,0.647,262729729.9
"530",530,130,4,-1,1,0,0.616493626334704,0.6,1,50,50,80829.87,0.511,130669358.33
"531",531,131,4,-1,1,0,0.590867039561272,0.6,1,50,50,104211.96,0.5654,217202632.14
"532",532,132,4,-1,1,0,0.496022583241574,0.6,1,50,50,136240.99,0.739,371232133.45
"533",533,133,4,-1,1,0,0.679160249885172,0.6,1,50,50,127161.69,0.6905,323401906.42
"534",534,134,4,-1,1,0,0.443531220429577,0.6,1,50,50,135087.57,0.6626,364973018.22
"535",535,135,4,-1,1,0,0.666660558595322,0.6,1,50,50,87211.67,0.5555,152117510.19
"536",536,136,4,-1,1,0,0.67100493805483,0.6,1,50,50,68912.95,0.4548,94979890.47
"537",537,137,4,-1,1,0,0.405035691172816,0.6,1,50,50,160546.69,0.9108,515504793.29
"538",538,138,4,-1,1,0,0.605865483055823,0.6,1,50,50,98687.63,0.6182,194784962.56
"539",539,139,4,-1,1,0,0.406098499242216,0.6,1,50,50,146108.52,0.8322,426954009
"540",540,140,4,-1,1,0,0.637866503419354,0.6,1,50,50,95522.47,0.5709,182490841.58
"541",541,141,4,-1,1,0,0.658722697012126,0.6,1,50,50,109999.31,0.5854,241996956.85
"542",542,142,4,-1,1,0,0.693386782961897,0.6,1,50,50,101427.12,0.6068,205749222.66
"543",543,143,4,-1,1,0,0.633140526572242,0.6,1,50,50,101157.83,0.6471,204658111.23
"544",544,144,4,-1,1,0,0.404703064984642,0.6,1,50,50,138987.85,0.7071,386352451.66
"545",545,145,4,-1,1,0,0.621207910007797,0.6,1,50,50,99230.62,0.592,196934326.73
"546",546,146,4,-1,1,0,0.427093781088479,0.6,1,50,50,166386.15,0.8959,553687044.51
"547",547,147,4,-1,1,0,0.613353833369911,0.6,1,50,50,110876.74,0.6368,245873029.81
"548",548,148,4,-1,1,0,0.611192407505587,0.6,1,50,50,92459.72,0.5496,170975996.24
"549",549,149,4,-1,1,0,0.497947815805674,0.6,1,50,50,105440.08,0.5789,222352207.74
"550",550,150,4,-1,1,0,0.47746058087796,0.6,1,50,50,145108.95,0.8602,421132173.26
"551",551,151,4,-1,1,0,0.438180437241681,0.6,1,50,50,138878.33,0.831,385743812.4
"552",552,152,4,-1,1,0,0.516715372679755,0.6,1,50,50,158812.75,0.8446,504429811.84
"553",553,153,4,-1,1,0,0.414397821528837,0.6,1,50,50,190416.93,0.981,725172126.65
"554",554,154,4,-1,1,0,0.560433578770608,0.6,1,50,50,107773.71,0.681,232303471.06
"555",555,155,4,-1,1,0,0.466325792763382,0.6,1,50,50,115997.39,0.7054,269107909.02
